Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2418129,17-Sep-22,Virginia,Roanoke,1500 block of Shamrock St,1,0,N/A
2425335,21-Sep-22,Florida,Mulberry,3811 Laurel Crest Dr,1,0,N/A
2421053,21-Sep-22,South Carolina,Spartanburg,4700 block of S Pine St,1,0,N/A
2425950,23-Sep-22,South Carolina,Greer,Red Haven Ct,1,0,N/A
2424332,23-Sep-22,California,South Lake Tahoe,700 block of James Ave,1,0,N/A
2424073,24-Sep-22,Wisconsin,Milwaukee,6900 block of N 43rd St,1,0,N/A
2423209,24-Sep-22,Michigan,Sterling Heights,43000 block of Frontenac Ave,1,0,N/A
2424304,25-Sep-22,Virginia,Suffolk,200 block of Pine St,1,0,N/A
2424013,25-Sep-22,Ohio,Saint Clairsville,139 N Market St,1,0,N/A
2425936,27-Sep-22,Texas,San Angelo (Grape Creek),8200 block of Concho Dr W,1,0,N/A
2426126,28-Sep-22,New York,Brooklyn,1225 Eastern Pkwy,1,0,N/A
2430399,4-Oct-22,Arkansas,Little Rock,11700 block of Doe Run Dr,1,0,N/A
2436459,6-Oct-22,Georgia,Savannah,525 Leonard Neal St,1,0,N/A
2433217,8-Oct-22,Virginia,Roanoke,2700 block of Hoover St NW,1,0,N/A
2440387,9-Oct-22,Georgia,Decatur,Glen Hollow Cir,1,0,N/A
2434445,9-Oct-22,Minnesota,Motley,N/A,1,0,N/A
2434598,10-Oct-22,Missouri,Saint Louis,3619 S Kingshighway Blvd,1,0,N/A
2435562,11-Oct-22,Louisiana,Donaldsonville,Lessard St and Opelousas St,1,0,N/A
2440451,12-Oct-22,Montana,Billings (Lockwood),US Hwy 87 E,1,0,N/A
2439761,12-Oct-22,Kentucky,Redfox,325 Hale Branch Rd,1,0,N/A
2436845,12-Oct-22,Arizona,Camp Verde,2910 S Old Church Rd,1,0,N/A
2436296,12-Oct-22,Mississippi,Jackson,2010 Chadwick Dr,1,0,N/A
2438202,14-Oct-22,Colorado,Westminster,Eaton St and W 92nd Ave,1,0,N/A
2440614,15-Oct-22,Washington,Kennewick,800 block of Volland St,1,0,N/A
2439878,15-Oct-22,Idaho,Lenore,S Dicks Creek Rd and Teakean Butte Rd,1,0,N/A
2446743,16-Oct-22,Louisiana,Gibson,100 block of Tasha Ct,1,0,N/A
2440421,16-Oct-22,South Carolina,Ridgeland,Lady Banks Dr,1,0,N/A
2438918,16-Oct-22,North Carolina,Benson,901 W Watson Rd,1,0,N/A
2439503,17-Oct-22,Texas,Colony,5151 N Colony Blvd,1,0,N/A
2439460,17-Oct-22,Wisconsin,Green Bay,1600 block of Amy St,1,0,N/A
2440698,18-Oct-22,Pennsylvania,Lancaster,529 Woodward St,1,0,N/A
2441176,19-Oct-22,North Carolina,Clemmons,Hawk Ridge Dr,1,0,N/A
2440896,19-Oct-22,Tennessee,Christiana,Link Rd,1,0,N/A
2440710,19-Oct-22,Florida,Miami,17601 SW 8th St,1,0,N/A
2442326,20-Oct-22,Arizona,Tucson,6000 block of N Featherstone Trail,1,0,N/A
2446746,21-Oct-22,Wisconsin,Madison,7100 block of McKee Rd,1,0,N/A
2445342,21-Oct-22,California,Salinas,1500 block of Antelope Dr,1,1,N/A
2442581,21-Oct-22,Texas,Humble,6019 Velma Ln,1,0,N/A
2443735,23-Oct-22,Ohio,Cincinnati,6120 Roe St,1,0,N/A
2445309,24-Oct-22,Arizona,Mesa,E Southern Ave and Superstition Springs Mall Cir,1,0,N/A
2444759,24-Oct-22,Illinois,Chicago,3600 block of S Rhodes Ave,1,0,N/A
2444573,24-Oct-22,Texas,Houston,5535 Timber Creek Pl,1,0,N/A
2446485,26-Oct-22,Illinois,Chicago,2600 block of W Potomac Ave,1,0,N/A
2447771,27-Oct-22,California,Burlingame,200 block of Stanley Rd,1,0,N/A
2447180,27-Oct-22,South Carolina,Effingham,5911 Hector Rd,1,0,N/A
2446997,27-Oct-22,California,Oro Grande,National Trails Hwy and Mill St,1,0,N/A
2451395,29-Oct-22,Florida,Holiday,US-19,1,0,N/A
2448508,29-Oct-22,Pennsylvania,Erie,1611 Chestnut St,1,0,N/A
2449272,30-Oct-22,Florida,Cape Coral,N/A,1,0,N/A
2449112,30-Oct-22,North Carolina,Kinston,700 block of Vernon Ave,1,0,N/A
2449307,31-Oct-22,Michigan,Saginaw,2780 Williamson Rd,1,0,N/A
2456990,1-Nov-22,Nevada,Elko (county),N/A,1,0,N/A
2452847,2-Nov-22,Texas,Brownsville,N/A,1,0,N/A
2451860,2-Nov-22,Ohio,Mount Orab,14000 block of US-68,1,0,N/A
2451849,2-Nov-22,Pennsylvania,Tamaqua,300 block of W Spruce St,1,0,N/A
2451722,2-Nov-22,North Carolina,Charlotte,1900 Charleston Pl,1,0,N/A
2451429,2-Nov-22,New Mexico,Albuquerque,6000 block of Anderson SE,1,0,N/A
2454256,5-Nov-22,Georgia,Calhoun,Neal St,1,0,N/A
2453800,5-Nov-22,Pennsylvania,Philadelphia,3100 block of N 33rd St,1,0,N/A
2453651,5-Nov-22,New Mexico,Albuquerque,Tramway Blvd NE and Rover Ave NE,1,0,N/A
2453550,5-Nov-22,Colorado,Denver,800 block of N Yates St,1,0,N/A
2457515,8-Nov-22,Georgia,Haralson (county),N/A,1,0,N/A
2456798,8-Nov-22,Idaho,Bancroft,Ivins Rd and Oregon Trail Rd,1,0,N/A
2457463,10-Nov-22,Florida,Miami,665 Ives Dairy Rd,1,0,N/A
2459987,11-Nov-22,Idaho,Idaho Falls,E 25th St and Woodruff Ave,1,0,N/A
2457688,11-Nov-22,Indiana,South Bend,1300 block of Vassar Ave,1,0,N/A
2458773,12-Nov-22,Georgia,Atlanta,875 Martin Luther King Jr Dr,1,0,N/A
2458339,12-Nov-22,Arizona,Phoenix,44th St and Thunderbird Rd,1,0,N/A
2459775,13-Nov-22,Florida,Naples,N/A,1,0,N/A
2460130,14-Nov-22,Texas,Houston,215 Sunnyside St,1,0,N/A
2459644,14-Nov-22,Indiana,Muncie,1523 S Burlington Dr,1,0,N/A
2460644,15-Nov-22,Ohio,Dayton,3710 W 2nd St,1,0,N/A
2461655,17-Nov-22,Utah,Salt Lake City (Taylorsville),1680 W Thornhill Dr,1,0,N/A
2463011,18-Nov-22,Louisiana,New Roads,Pointe Coupee Rd and Saizon Rd,1,0,N/A
2462919,19-Nov-22,Utah,Ogden,31st St and Adams Ave,1,0,N/A
2470982,20-Nov-22,Illinois,Rockford,N/A,1,0,N/A
2464247,20-Nov-22,Wisconsin,Berlin,N/A,1,0,N/A
2464927,21-Nov-22,Tennessee,Memphis,2737 Curtis St,1,0,N/A
2472066,22-Nov-22,Texas,Greenville,2100 block of Henry St,1,0,N/A
2470805,24-Nov-22,West Virginia,Pocahontas (county),N/A,1,0,N/A
2468663,25-Nov-22,Mississippi,Jackson,334 Audubon Place,1,0,N/A
2468194,25-Nov-22,South Carolina,Enoree,Memory Ln,1,0,N/A
2468075,25-Nov-22,Nebraska,Imperial,126 W 12th St,1,0,N/A
2468956,26-Nov-22,Indiana,Hope,300 block of Elm St,1,0,N/A
2470015,27-Nov-22,Missouri,Jefferson City,9014 Century Farms Rd,1,0,N/A
2469039,27-Nov-22,Michigan,Detroit,16800 block of Mark Twain St,1,1,N/A
2470049,28-Nov-22,Texas,Spring Branch,7900 block of Amelia Rd,1,0,N/A
2469733,28-Nov-22,Kansas,Kansas City,3600 block of N 123rd St,1,0,N/A
2470458,29-Nov-22,Florida,Miami,100 block of Sierra Dr,1,0,N/A
2473023,1-Dec-22,Kentucky,Henderson,2045 US Hwy 41,1,0,N/A
2489161,2-Dec-22,Alabama,Selma,1500 block of Highland Ave,1,0,N/A
2473499,2-Dec-22,Illinois,Chicago,200 block of S Cicero Ave,2,1,N/A
2473553,3-Dec-22,Florida,Palm Bay,700 block of Damascus Ave,1,0,N/A
2475281,5-Dec-22,California,Azusa,17700 block of E Newburgh St,1,0,N/A
2475720,6-Dec-22,New York,Syracuse,573 Delaware St,1,0,N/A
2478983,11-Dec-22,Alabama,Huntsville,400 block of Julia St,1,0,N/A
2486240,13-Dec-22,Illinois,Aurora,1400 block of Exposition Ave,1,0,N/A
2480067,13-Dec-22,North Carolina,Gastonia,107 Cindy Ln,1,0,N/A
2480737,14-Dec-22,South Carolina,North Charleston,Rivers Ave and Dalton St,1,0,N/A
2486284,15-Dec-22,Mississippi,Vossburg,County Road 39,1,0,N/A
2483150,16-Dec-22,Florida,Lakeland,5500 block of Starling Loop,1,0,N/A
2482655,16-Dec-22,Michigan,Hamtramck,2024 Caniff St,1,0,N/A
2484508,17-Dec-22,Indiana,Bloomfield,S Strauser Rd,1,0,N/A
2483707,17-Dec-22,California,Fresno,1200 block of N Cornelia Ave,1,0,N/A
2485158,19-Dec-22,Texas,San Angelo,1300 block of Tres Rios Cir,1,0,N/A
2484522,19-Dec-22,South Carolina,Hopkins,1000 block of Weston Rd,1,0,N/A
2485849,20-Dec-22,Illinois,Chicago,2900 W Redfield Dr,1,0,N/A
2486455,21-Dec-22,Missouri,Kansas City,8100 block of N Denver Ave,1,0,N/A
2488417,24-Dec-22,Texas,Grand Prairie,2900 block of Alouette Dr,1,0,N/A
2488004,24-Dec-22,Missouri,Kansas City,7800 block of James A Reed Rd,1,0,N/A
2487579,24-Dec-22,Colorado,Colorado Springs,4800 block of Rusty Nail Pt,1,0,N/A
2487980,25-Dec-22,West Virginia,Eskdale,1250 Decota Rd,1,0,N/A
2489495,26-Dec-22,South Carolina,Ridgeway,500 block of Shivers Green Rd,1,0,N/A
2488586,26-Dec-22,New York,New York (Manhattan),Dyckman St and Vermilyea Ave,1,0,N/A
2489451,27-Dec-22,Pennsylvania,Allentown,600 block of N Front St,1,0,N/A
2489063,27-Dec-22,Missouri,Springfield,4300 block of W Helen St,1,0,N/A
2490541,28-Dec-22,Kentucky,Georgetown,300 block of Young St,1,0,N/A
2490421,28-Dec-22,Texas,Houston,2118 River Village Dr,1,0,N/A
2490348,28-Dec-22,Tennessee,New Tazewell,400 block of Doe Ct,1,0,N/A
2491495,29-Dec-22,Michigan,Grand Rapids,Delaware St SE and Madison Ave SE,1,0,N/A
2490847,29-Dec-22,California,Pittsburg,Suzanne Dr and Buchanan Rd,1,0,N/A
2490677,29-Dec-22,Tennessee,Cleveland,Michigan Ave,1,0,N/A
2490637,29-Dec-22,Florida,Boynton Beach,1221 Mentone Rd,1,0,N/A
2490451,29-Dec-22,Missouri,Lucerne,US Hwy 136,1,0,N/A
2492079,31-Dec-22,Kentucky,Guthrie,Locust St,1,0,N/A
